user_id,sameDiff,task1v2,task2v3,task3v4,task4v5,task5v6,task8v9,task9v10,task10v11
52428,0.5,NA,NA,0.55,NA,0.7,NA,NA,NA
52429,0.5625,NA,0.6,0.85,NA,NA,NA,NA,NA
52448,0.625,NA,NA,0.5,NA,0.6,NA,NA,NA
52454,0.4375,NA,NA,0.55,NA,NA,0.7,NA,NA
52462,0.625,0.7,NA,0.55,NA,NA,NA,NA,NA
52464,0.75,0.7,NA,0.65,NA,NA,NA,NA,NA
52470,1,NA,NA,0.9,NA,NA,NA,NA,0.95
52474,0.5,NA,NA,0.65,NA,NA,NA,NA,0.65
52480,0.4375,NA,NA,0.7,0.85,NA,NA,NA,NA
52483,0.4375,0.45,NA,0.45,NA,NA,NA,NA,NA
52491,0.5625,NA,NA,0.65,NA,NA,0.25,NA,NA
52492,0.3125,NA,0.65,0.6,NA,NA,NA,NA,NA
52493,0.75,NA,NA,0.55,0.5,NA,NA,NA,NA
52494,0.625,NA,NA,0.6,NA,NA,0.6,NA,NA
52497,0.4375,NA,NA,0.5,NA,NA,NA,NA,0.5
52498,0.625,NA,0.75,0.85,NA,NA,NA,NA,NA
52505,0.8125,0.95,NA,0.95,NA,NA,NA,NA,NA
52514,0.5625,NA,NA,0.65,NA,NA,0.4,NA,NA
52521,0.5,NA,NA,0.55,0.5,NA,NA,NA,NA
52522,0.5625,NA,NA,0.4,NA,0.65,NA,NA,NA
52523,0.5,NA,NA,0.85,0.8,NA,NA,NA,NA
52524,0.625,0.6,NA,0.6,NA,NA,NA,NA,NA
52525,0.8125,NA,NA,0.7,NA,NA,NA,0.5,NA
52532,0.875,NA,1,1,NA,NA,NA,NA,NA
52541,0.3125,NA,NA,0.55,NA,0.4,NA,NA,NA
52548,0.5625,NA,NA,0.6,NA,NA,0.45,NA,NA
52551,0.5625,0.5,NA,0.5,NA,NA,NA,NA,NA
52559,0.875,NA,NA,0.55,NA,NA,0.75,NA,NA
52562,0.875,NA,0.75,0.75,NA,NA,NA,NA,NA
52564,0.5,NA,NA,1,NA,NA,0.95,NA,NA
52566,1,NA,NA,1,NA,NA,NA,NA,0.8
52572,0.75,NA,NA,0.55,NA,NA,0.6,NA,NA
52574,0.625,NA,NA,0.8,NA,0.85,NA,NA,NA
52577,0.625,NA,NA,0.7,0.7,NA,NA,NA,NA
52578,0.25,NA,NA,0.45,0.6,NA,NA,NA,NA
52579,0.375,NA,NA,0.4,NA,NA,0.4,NA,NA
52584,0.6875,0.4,NA,0.65,NA,NA,NA,NA,NA
52587,0.6875,0.45,NA,0.5,NA,NA,NA,NA,NA
52590,0.625,NA,NA,0.9,NA,NA,NA,0.45,NA
52591,0.5,NA,NA,0.6,NA,NA,NA,NA,0.5
52592,0.375,NA,NA,0.45,NA,NA,0.7,NA,NA
52600,0.25,NA,0.55,0.4,NA,NA,NA,NA,NA
52603,0.5,NA,NA,0.7,NA,NA,NA,0.8,NA
52609,0.75,0.4,NA,0.5,NA,NA,NA,NA,NA
52610,0.625,NA,NA,0.3,NA,NA,NA,NA,0.55
52613,0.5625,NA,NA,0.5,NA,NA,0.55,NA,NA
52615,0.4375,NA,0.5,0.9,NA,NA,NA,NA,NA
52618,0.6875,NA,NA,0.45,NA,0.5,NA,NA,NA
52622,0.6875,NA,NA,1,NA,0.7,NA,NA,NA
52627,0.6875,NA,NA,0.45,NA,NA,NA,0.35,NA
52631,0.5625,NA,NA,0.6,NA,NA,NA,NA,0.8
52634,0.625,0.35,NA,0.3,NA,NA,NA,NA,NA
52639,0.4375,NA,NA,0.5,0.4,NA,NA,NA,NA
52640,0.875,NA,NA,1,NA,NA,NA,0.45,NA
52641,0.75,NA,NA,0.85,NA,NA,NA,0.7,NA
52642,0.5,NA,NA,0.45,NA,NA,NA,0.6,NA
52643,0.4375,NA,NA,0.35,NA,NA,NA,NA,0.55
52644,0.5625,NA,NA,0.4,NA,NA,0.45,NA,NA
52652,0.8125,NA,NA,0.65,0.6,NA,NA,NA,NA
52657,0.5625,NA,NA,0.45,NA,0.55,NA,NA,NA
52658,0.5,NA,NA,0.7,NA,NA,0.45,NA,NA
52659,0.5625,NA,NA,0.55,NA,NA,NA,NA,0.6
52670,0.625,NA,NA,0.65,NA,NA,NA,0.55,NA
52675,0.8125,NA,NA,0.2,NA,NA,NA,NA,0.65
52679,0.625,NA,0.6,0.55,NA,NA,NA,NA,NA
52681,0.375,NA,NA,0.4,NA,NA,0.45,NA,NA
52684,0.4375,0.4,NA,0.45,NA,NA,NA,NA,NA
52685,0.75,NA,NA,0.35,NA,NA,0.45,NA,NA
52686,0.375,NA,0.5,0.3,NA,NA,NA,NA,NA
52687,0.4375,NA,NA,0.5,0.6,NA,NA,NA,NA
52689,0.6875,NA,NA,0.4,NA,NA,NA,NA,0.6
52693,0.5625,NA,NA,0.65,NA,NA,NA,0.7,NA
52694,0.625,0.95,NA,0.75,NA,NA,NA,NA,NA
52697,0.6875,NA,NA,0.5,NA,NA,0.65,NA,NA
52710,0.6875,NA,0.7,0.5,NA,NA,NA,NA,NA
52712,0.875,NA,NA,0.85,NA,NA,NA,NA,0.95
52717,0.4375,NA,NA,0.6,NA,0.55,NA,NA,NA
52718,0.75,NA,NA,0.6,0.75,NA,NA,NA,NA
52719,0.5625,0.45,NA,0.55,NA,NA,NA,NA,NA
52725,0.4375,NA,NA,0.45,NA,NA,NA,NA,0.55
52727,0.8125,NA,0.75,0.4,NA,NA,NA,NA,NA
52737,0.75,NA,NA,0.75,0.65,NA,NA,NA,NA
52740,0.875,NA,NA,0.75,NA,NA,NA,0.85,NA
52743,0.625,NA,NA,0.55,NA,0.4,NA,NA,NA
52752,0.75,NA,0.5,0.45,NA,NA,NA,NA,NA
52766,0.625,NA,0.5,0.5,NA,NA,NA,NA,NA
52773,0.6875,NA,0.45,0.85,NA,NA,NA,NA,NA
52776,0.5,NA,NA,0.4,NA,NA,0.45,NA,NA
52780,0.625,NA,0.3,0.6,NA,NA,NA,NA,NA
52781,0.4375,NA,NA,0.45,NA,NA,NA,NA,0.65
52786,0.875,NA,NA,0.55,NA,NA,NA,0.5,NA
52791,0.6875,NA,NA,0.55,NA,NA,NA,0.6,NA
52796,0.75,NA,NA,0.55,NA,NA,NA,NA,0.55
52797,0.5625,0.7,NA,0.4,NA,NA,NA,NA,NA
52802,0.5625,NA,NA,0.65,0.45,NA,NA,NA,NA
52803,0.375,NA,NA,0.4,NA,NA,0.65,NA,NA
52805,0.6875,NA,NA,0.95,NA,NA,0.85,NA,NA
52813,0.5,NA,NA,0.5,0.55,NA,NA,NA,NA
52814,0.5,NA,NA,0.55,NA,0.6,NA,NA,NA
52820,0.5625,NA,NA,0.8,0.45,NA,NA,NA,NA
52822,0.5,0.35,NA,0.7,NA,NA,NA,NA,NA
52823,0.6875,0.25,NA,0.45,NA,NA,NA,NA,NA
52826,0.5,NA,NA,0.45,NA,NA,NA,0.6,NA
52836,0.5625,NA,NA,0.35,0.3,NA,NA,NA,NA
52839,0.5625,NA,NA,0.8,NA,0.8,NA,NA,NA
52843,0.375,NA,NA,0.45,NA,NA,NA,0.45,NA
52845,0.75,NA,NA,0.95,NA,NA,0.8,NA,NA
52848,0.25,NA,NA,0.45,0.7,NA,NA,NA,NA
52850,0.4375,0.7,NA,0.6,NA,NA,NA,NA,NA
52851,0.5,0.6,NA,0.45,NA,NA,NA,NA,NA
52852,0.625,NA,0.6,0.9,NA,NA,NA,NA,NA
52856,0.8125,NA,NA,0.3,NA,0.75,NA,NA,NA
52858,0.4375,NA,NA,0.4,NA,NA,0.4,NA,NA
52859,0.75,NA,NA,0.45,NA,NA,NA,0.35,NA
52865,0.8125,NA,NA,0.7,NA,0.5,NA,NA,NA
52869,0.5625,NA,NA,0.6,NA,NA,0.6,NA,NA
52870,0.5625,0.4,NA,0.45,NA,NA,NA,NA,NA
52871,0.5,NA,NA,0.55,NA,NA,NA,NA,0.4
52873,0.5625,NA,NA,0.45,NA,0.55,NA,NA,NA
52877,0.5,NA,NA,0.35,NA,0.75,NA,NA,NA
52879,0.5625,NA,NA,0.3,NA,NA,NA,NA,0.5
52888,0.9375,NA,NA,0.95,NA,NA,NA,0.4,NA
52896,0.4375,NA,0.55,0.6,NA,NA,NA,NA,NA
52906,0.6875,NA,NA,0.5,NA,NA,NA,0.35,NA
52909,0.875,NA,NA,0.3,NA,NA,NA,0.3,NA
52912,0.5625,NA,NA,0.5,NA,0.4,NA,NA,NA
52914,0.6875,NA,NA,0.75,NA,NA,0.6,NA,NA
52915,0.8125,0.45,NA,0.7,NA,NA,NA,NA,NA
52918,0.5625,0.65,NA,0.7,NA,NA,NA,NA,NA
52919,0.875,NA,NA,0.75,NA,NA,0.65,NA,NA
52924,0.6875,NA,0.55,0.35,NA,NA,NA,NA,NA
52929,0.5,NA,0.4,0.5,NA,NA,NA,NA,NA
52935,0.6875,NA,NA,0.5,NA,0.45,NA,NA,NA
52938,0.5,NA,NA,0.7,NA,NA,NA,NA,0.6
52942,0.75,NA,NA,0.55,NA,0.6,NA,NA,NA
52945,0.4375,NA,NA,0.7,NA,NA,NA,NA,0.5
52946,0.5625,NA,NA,0.45,0.65,NA,NA,NA,NA
52947,0.6875,NA,0.35,0.55,NA,NA,NA,NA,NA
52948,0.875,NA,0.95,0.85,NA,NA,NA,NA,NA
52951,0.75,0.85,NA,0.7,NA,NA,NA,NA,NA
52956,0.625,0.45,NA,0.35,NA,NA,NA,NA,NA
52958,0.5,0.6,NA,0.95,NA,NA,NA,NA,NA
52961,0.5,0.85,NA,0.55,NA,NA,NA,NA,NA
52967,0.875,NA,NA,0.85,NA,NA,NA,0.45,NA
52980,0.6875,NA,0.5,0.35,NA,NA,NA,NA,NA
52981,0.8125,NA,0.55,0.9,NA,NA,NA,NA,NA
52991,0.625,0.5,NA,0.45,NA,NA,NA,NA,NA
52999,0.5625,NA,NA,0.6,NA,NA,NA,0.9,NA
53000,0.625,NA,0.7,0.75,NA,NA,NA,NA,NA
53002,0.9375,NA,NA,1,NA,NA,NA,NA,0.8
53003,0.6875,NA,NA,0.5,NA,NA,NA,0.55,NA
53005,0.9375,NA,NA,1,NA,NA,NA,0.85,NA
53006,0.5625,NA,NA,0.7,NA,NA,NA,0.4,NA
53010,0.3125,NA,NA,0.65,NA,0.45,NA,NA,NA
53013,0.4375,0.45,NA,0.3,NA,NA,NA,NA,NA
53018,0.75,NA,NA,0.5,NA,NA,NA,NA,0.7
53023,0.5625,NA,NA,0.55,NA,NA,0.55,NA,NA
53025,0.9375,NA,0.7,0.95,NA,NA,NA,NA,NA
53030,0.5625,NA,NA,0.45,0.35,NA,NA,NA,NA
53034,0.5,NA,NA,0.5,NA,NA,0.65,NA,NA
53035,0.6875,NA,0.45,0.85,NA,NA,NA,NA,NA
53037,0.6875,NA,NA,0.4,0.6,NA,NA,NA,NA
53038,0.6875,NA,0.25,0.5,NA,NA,NA,NA,NA
53039,0.625,NA,NA,0.65,NA,NA,0.45,NA,NA
53042,0.5,NA,NA,0.5,0.45,NA,NA,NA,NA
53043,0.9375,NA,NA,0.85,NA,0.95,NA,NA,NA
53045,0.625,NA,0.4,0.55,NA,NA,NA,NA,NA
53046,0.3125,NA,NA,0.5,NA,0.65,NA,NA,NA
53047,0.5,NA,NA,0.5,NA,NA,NA,0.8,NA
53050,0.5625,0.4,NA,0.6,NA,NA,NA,NA,NA
53054,0.375,NA,NA,0.5,0.95,NA,NA,NA,NA
53062,0.75,NA,NA,0.85,NA,NA,0.8,NA,NA
53066,0.6875,NA,NA,0.6,NA,NA,NA,0.6,NA
53069,0.625,NA,NA,0.4,0.95,NA,NA,NA,NA
53070,0.625,0.6,NA,0.7,NA,NA,NA,NA,NA
53078,0.5625,NA,NA,0.6,0.75,NA,NA,NA,NA
53081,0.5625,NA,0.45,0.5,NA,NA,NA,NA,NA
53086,0.375,NA,NA,0.55,NA,NA,NA,NA,0.5
53093,0.5625,NA,NA,0.4,0.45,NA,NA,NA,NA
53094,0.5,NA,NA,0.35,NA,NA,NA,NA,0.75
53104,0.3125,NA,NA,0.7,0.6,NA,NA,NA,NA
53105,0.625,NA,0.65,0.6,NA,NA,NA,NA,NA
53107,0.25,NA,NA,0.5,NA,NA,NA,0.7,NA
53108,0.6875,NA,NA,0.7,NA,0.4,NA,NA,NA
53110,0.4375,NA,NA,0.5,NA,NA,NA,0.5,NA
53112,0.5,NA,NA,0.55,NA,NA,NA,0.5,NA
53114,0.8125,NA,NA,0.9,1,NA,NA,NA,NA
53118,0.4375,NA,NA,0.45,0.4,NA,NA,NA,NA
53125,0.625,NA,NA,0.4,NA,0.65,NA,NA,NA
53127,0.4375,NA,NA,0.5,0.35,NA,NA,NA,NA
53130,0.625,NA,NA,0.55,NA,NA,NA,0.45,NA
53132,0.5625,0.8,NA,0.55,NA,NA,NA,NA,NA
53140,0.625,NA,NA,0.6,0.6,NA,NA,NA,NA
53141,0.625,0.6,NA,0.6,NA,NA,NA,NA,NA
53147,0.8125,NA,NA,1,NA,0.95,NA,NA,NA
53149,0.4375,NA,NA,0.65,NA,NA,0.7,NA,NA
53150,0.625,NA,NA,0.4,NA,0.4,NA,NA,NA
53153,0.625,NA,NA,0.85,NA,NA,NA,0.4,NA
53156,0.5625,NA,NA,0.55,NA,0.55,NA,NA,NA
53162,0.5625,NA,NA,0.3,NA,NA,NA,NA,0.55
53163,0.875,NA,NA,1,NA,NA,NA,NA,0.9
53165,0.9375,0.55,NA,0.85,NA,NA,NA,NA,NA
53166,0.375,NA,NA,0.65,NA,NA,NA,0.45,NA
53169,0.5,NA,NA,0.5,NA,0.35,NA,NA,NA
53178,0.75,NA,NA,0.45,NA,NA,NA,0.45,NA
53183,0.625,NA,0.45,0.45,NA,NA,NA,NA,NA
53185,0.5,NA,NA,0.65,0.35,NA,NA,NA,NA
53186,0.8125,NA,NA,0.65,NA,NA,NA,NA,0.3
53189,1,NA,NA,1,NA,NA,NA,1,NA
53190,0.5,NA,NA,0.7,NA,NA,NA,NA,0.6
53193,0.625,NA,NA,0.75,NA,NA,0.55,NA,NA
53194,0.5,NA,NA,0.6,NA,NA,NA,0.65,NA
53203,0.5625,NA,NA,0.75,0.3,NA,NA,NA,NA
53204,0.6875,NA,0.5,0.5,NA,NA,NA,NA,NA
53206,0.75,NA,NA,0.4,NA,NA,0.6,NA,NA
53214,0.5625,0.65,NA,0.55,NA,NA,NA,NA,NA
53215,0.75,NA,NA,0.6,NA,0.3,NA,NA,NA
53219,0.6875,NA,NA,0.5,0.45,NA,NA,NA,NA
53222,1,NA,NA,1,NA,NA,NA,NA,0.7
53227,0.3125,NA,NA,0.65,0.6,NA,NA,NA,NA
53228,0.6875,NA,NA,0.7,NA,0.55,NA,NA,NA
53229,0.6875,0.4,NA,0.65,NA,NA,NA,NA,NA
53236,0.5625,NA,NA,0.3,NA,NA,NA,0.65,NA
53239,1,NA,NA,0.9,NA,0.5,NA,NA,NA
53240,0.5,0.65,NA,0.55,NA,NA,NA,NA,NA
53242,0.3125,NA,NA,0.75,NA,NA,0.5,NA,NA
53245,0.5625,0.35,NA,0.65,NA,NA,NA,NA,NA
53250,0.625,NA,NA,0.5,NA,0.55,NA,NA,NA
53252,0.5625,NA,NA,0.3,0.7,NA,NA,NA,NA
53254,0.4375,NA,NA,0.6,NA,0.35,NA,NA,NA
53255,0.5,0.35,NA,0.5,NA,NA,NA,NA,NA
53256,0.6875,NA,0.75,0.85,NA,NA,NA,NA,NA
53263,0.6875,NA,NA,0.55,0.55,NA,NA,NA,NA
53266,0.5625,NA,NA,0.6,NA,NA,NA,0.55,NA
53272,0.4375,0.6,NA,0.25,NA,NA,NA,NA,NA
53276,0.6875,0.6,NA,0.85,NA,NA,NA,NA,NA
53278,0.6875,NA,NA,0.7,NA,NA,0.55,NA,NA
53279,0.875,NA,NA,1,NA,NA,NA,NA,1
53283,0.625,NA,NA,0.75,NA,NA,NA,0.45,NA
53289,0.8125,0.65,NA,0.6,NA,NA,NA,NA,NA
53300,0.8125,NA,NA,0.65,NA,NA,NA,0.9,NA
53301,0.6875,NA,NA,0.45,NA,NA,0.45,NA,NA
53302,0.6875,NA,NA,0.5,NA,NA,0.65,NA,NA
53306,0.6875,NA,0.3,0.55,NA,NA,NA,NA,NA
53309,0.4375,NA,NA,0.45,NA,NA,NA,0.5,NA
53316,0.625,NA,NA,0.65,0.65,NA,NA,NA,NA
53317,0.9375,NA,NA,1,NA,0.9,NA,NA,NA
53318,0.5625,NA,NA,0.4,NA,NA,NA,NA,0.5
53324,0.5,NA,NA,0.65,NA,NA,0.9,NA,NA
53338,0.5625,NA,NA,0.75,NA,NA,NA,0.45,NA
53339,0.6875,0.55,NA,0.5,NA,NA,NA,NA,NA
53340,0.75,NA,NA,0.8,NA,NA,NA,0.5,NA
53341,0.5625,NA,NA,0.95,NA,0.85,NA,NA,NA
53342,0.5625,NA,NA,0.8,NA,NA,0.65,NA,NA
53347,0.5625,NA,0.5,0.65,NA,NA,NA,NA,NA
53348,0.75,NA,NA,0.35,NA,NA,NA,NA,0.45
53350,0.4375,0.4,NA,0.4,NA,NA,NA,NA,NA
53352,0.625,NA,NA,0.35,0.5,NA,NA,NA,NA
53355,0.6875,NA,NA,0.75,NA,NA,0.6,NA,NA
53356,0.9375,NA,NA,0.95,NA,NA,NA,NA,0.6
53357,0.3125,NA,NA,0.4,NA,NA,NA,NA,0.45
53358,0.6875,NA,NA,0.7,0.65,NA,NA,NA,NA
53365,0.75,NA,NA,1,NA,0.95,NA,NA,NA
53370,0.5,NA,0.6,0.45,NA,NA,NA,NA,NA
53371,0.8125,NA,NA,0.5,NA,NA,NA,0.55,NA
53376,0.5625,NA,NA,0.45,NA,0.65,NA,NA,NA
53377,0.5,NA,0.35,0.65,NA,NA,NA,NA,NA
53378,0.3125,NA,NA,0.55,0.6,NA,NA,NA,NA
53379,0.875,NA,0.95,0.9,NA,NA,NA,NA,NA
53384,0.4375,NA,NA,0.65,0.45,NA,NA,NA,NA
53388,0.375,NA,NA,0.4,NA,NA,NA,0.5,NA
53403,0.5,NA,NA,0.65,NA,0.65,NA,NA,NA
53407,0.75,NA,NA,0.55,0.5,NA,NA,NA,NA
53408,0.5625,NA,NA,0.6,NA,NA,NA,NA,0.65
53412,0.5,0.45,NA,0.7,NA,NA,NA,NA,NA
53414,0.75,NA,NA,0.65,NA,NA,0.65,NA,NA
53416,0.9375,NA,NA,0.75,NA,0.75,NA,NA,NA
53419,0.5,NA,NA,0.65,NA,0.55,NA,NA,NA
53421,1,0.65,NA,0.7,NA,NA,NA,NA,NA
53422,0.5625,NA,NA,0.55,NA,NA,NA,0.45,NA
53423,0.625,NA,NA,0.8,NA,NA,0.65,NA,NA
53428,0.6875,NA,0.6,0.45,NA,NA,NA,NA,NA
53432,0.8125,NA,NA,0.8,NA,NA,NA,0.4,NA
53436,0.5625,0.45,NA,0.55,NA,NA,NA,NA,NA
53450,0.25,NA,0.4,0.55,NA,NA,NA,NA,NA
53457,0.6875,NA,NA,0.45,NA,0.6,NA,NA,NA
53463,0.5625,NA,NA,0.55,NA,NA,NA,0.55,NA
53478,1,NA,NA,1,NA,NA,NA,0.95,NA
53483,0.5,NA,NA,0.75,NA,NA,NA,0.65,NA
53484,0.5,NA,0.4,0.65,NA,NA,NA,NA,NA
53486,0.4375,NA,NA,0.75,0.45,NA,NA,NA,NA
53488,0.5625,NA,NA,0.45,NA,NA,NA,0.45,NA
53493,0.375,NA,NA,0.4,NA,0.4,NA,NA,NA
53495,0.8125,NA,NA,0.8,0.7,NA,NA,NA,NA
53496,0.375,NA,NA,0.7,NA,NA,NA,0.4,NA
53501,0.9375,NA,NA,1,NA,NA,NA,NA,0.95
53503,0.4375,NA,NA,0.45,0.45,NA,NA,NA,NA
53517,0.8125,NA,NA,0.65,NA,0.4,NA,NA,NA
53521,0.875,NA,NA,1,NA,NA,NA,0.9,NA
53523,0.875,NA,NA,1,NA,NA,NA,0.75,NA
53528,0.4375,NA,NA,1,NA,NA,0.45,NA,NA
53531,0.4375,NA,NA,0.55,0.65,NA,NA,NA,NA
53534,0.9375,NA,NA,0.85,NA,NA,0.9,NA,NA
53536,0.6875,NA,NA,0.45,0.8,NA,NA,NA,NA
53537,0.625,NA,NA,0.4,NA,NA,NA,NA,0.35
53540,0.75,NA,NA,0.45,0.45,NA,NA,NA,NA
53542,0.9375,NA,NA,1,NA,NA,NA,NA,0.75
53543,0.5625,NA,0.35,0.6,NA,NA,NA,NA,NA
53546,0.5625,NA,0.5,0.75,NA,NA,NA,NA,NA
53548,0.3125,0.3,NA,0.5,NA,NA,NA,NA,NA
53550,0.875,NA,NA,0.9,NA,NA,NA,NA,0.55
53554,0.5625,NA,NA,0.55,NA,NA,NA,NA,0.5
53558,0.625,NA,NA,0.6,NA,NA,NA,NA,0.55
53560,0.625,NA,NA,0.75,NA,NA,NA,0.4,NA
53564,1,NA,NA,1,NA,NA,NA,NA,0.35
53565,0.4375,0.55,NA,0.5,NA,NA,NA,NA,NA
53570,0.6875,NA,NA,0.6,NA,NA,0.6,NA,NA
53572,0.5,0.45,NA,0.4,NA,NA,NA,NA,NA
53582,0.5,NA,NA,0.8,NA,NA,NA,0.75,NA
53584,0.4375,NA,NA,0.5,NA,0.6,NA,NA,NA
53585,0.9375,NA,NA,0.95,NA,NA,NA,NA,1
53588,0.625,NA,NA,0.4,NA,0.6,NA,NA,NA
53589,0.5625,NA,NA,0.3,NA,NA,NA,NA,0.5
53592,0.5,0.6,NA,0.6,NA,NA,NA,NA,NA
53593,0.875,1,NA,1,NA,NA,NA,NA,NA
53596,0.8125,NA,NA,0.95,NA,NA,NA,NA,0.7
53601,0.625,NA,NA,0.35,NA,NA,NA,NA,0.3
53602,0.5,NA,NA,0.55,NA,NA,NA,NA,0.6
53603,0.4375,NA,NA,0.6,0.5,NA,NA,NA,NA
53604,0.5,NA,NA,0.7,NA,0.7,NA,NA,NA
53609,0.6875,NA,NA,0.4,NA,NA,NA,0.5,NA
53610,0.75,NA,NA,0.75,0.55,NA,NA,NA,NA
53611,0.6875,NA,NA,0.55,0.6,NA,NA,NA,NA
53617,0.625,NA,NA,0.65,NA,0.6,NA,NA,NA
53634,0.4375,NA,NA,1,NA,0.8,NA,NA,NA
53643,0.4375,NA,NA,0.6,NA,NA,NA,NA,0.6
53649,0.75,NA,NA,1,NA,NA,NA,NA,0.4
53650,0.625,NA,NA,0.7,NA,0.35,NA,NA,NA
53651,0.5,NA,0.55,0.5,NA,NA,NA,NA,NA
53652,0.5625,NA,NA,0.65,NA,NA,NA,NA,0.7
53653,0.875,NA,NA,1,NA,0.8,NA,NA,NA
53655,0.5625,NA,NA,0.65,0.5,NA,NA,NA,NA
53656,0.4375,NA,NA,0.55,NA,NA,0.4,NA,NA
53657,0.5625,NA,NA,0.4,NA,NA,0.45,NA,NA
53659,0.5,0.4,NA,0.5,NA,NA,NA,NA,NA
53661,0.625,NA,NA,0.25,NA,NA,NA,NA,0.65
53666,0.5625,NA,NA,0.5,NA,NA,NA,NA,0.5
53674,0.75,NA,NA,0.8,NA,NA,NA,NA,0.55
53677,0.625,NA,NA,0.5,NA,NA,0.6,NA,NA
53679,0.75,NA,NA,0.55,NA,NA,0.45,NA,NA
53684,0.4375,0.7,NA,0.55,NA,NA,NA,NA,NA
53686,0.5625,0.45,NA,0.55,NA,NA,NA,NA,NA
53699,0.875,NA,NA,0.35,NA,NA,NA,NA,0.75
53704,0.75,1,NA,0.9,NA,NA,NA,NA,NA
53705,0.8125,NA,NA,0.8,0.7,NA,NA,NA,NA
53707,0.4375,NA,0.35,0.9,NA,NA,NA,NA,NA
53708,0.4375,NA,NA,0.55,0.65,NA,NA,NA,NA
53711,0.625,NA,NA,0.35,0.45,NA,NA,NA,NA
53718,0.25,NA,NA,0.5,NA,NA,NA,0.7,NA
53719,0.4375,NA,0.6,0.45,NA,NA,NA,NA,NA
53720,0.5,NA,NA,0.7,NA,NA,NA,NA,0.65
53725,0.75,NA,NA,0.75,NA,NA,NA,NA,0.65
53726,0.6875,0.55,NA,0.85,NA,NA,NA,NA,NA
53727,0.5625,NA,NA,0.5,NA,0.5,NA,NA,NA
53728,0.375,NA,0.4,0.6,NA,NA,NA,NA,NA
53738,0.375,NA,NA,0.35,0.4,NA,NA,NA,NA
53741,0.5,NA,NA,0.65,0.7,NA,NA,NA,NA
53744,0.75,NA,NA,0.5,NA,NA,NA,NA,0.45
53747,0.75,NA,NA,0.65,NA,NA,0.6,NA,NA
53751,0.9375,NA,NA,0.85,NA,0.85,NA,NA,NA
53752,0.3125,NA,NA,0.45,0.6,NA,NA,NA,NA
53754,0.75,NA,NA,0.85,0.55,NA,NA,NA,NA
53755,0.4375,NA,NA,0.4,NA,NA,NA,0.7,NA
53757,0.6875,NA,0.6,0.5,NA,NA,NA,NA,NA
53770,0.625,NA,NA,0.35,NA,NA,0.5,NA,NA
53773,0.6875,NA,NA,0.9,NA,NA,NA,0.5,NA
53775,0.8125,NA,NA,0.75,NA,NA,NA,0.7,NA
53778,0.4375,NA,NA,0.65,NA,NA,0.4,NA,NA
53786,0.875,NA,NA,1,NA,NA,NA,0.95,NA
53791,0.5625,NA,NA,0.55,NA,NA,NA,NA,0.3
53804,0.9375,NA,0.65,0.7,NA,NA,NA,NA,NA
53807,0.5,NA,NA,0.45,NA,NA,0.35,NA,NA
53811,1,NA,NA,1,NA,NA,NA,NA,0.9
53817,0.4375,NA,NA,0.65,0.45,NA,NA,NA,NA
53820,0.6875,NA,NA,0.75,NA,NA,NA,NA,0.5
53821,0.5,NA,0.4,0.75,NA,NA,NA,NA,NA
53833,0.375,NA,NA,0.55,NA,NA,0.6,NA,NA
53835,0.8125,NA,NA,0.95,NA,NA,1,NA,NA
53841,0.4375,0.4,NA,0.75,NA,NA,NA,NA,NA
53844,0.625,NA,NA,0.45,0.5,NA,NA,NA,NA
53848,0.4375,NA,0.6,0.6,NA,NA,NA,NA,NA
53851,0.6875,NA,NA,0.6,NA,0.85,NA,NA,NA
53855,0.75,NA,NA,0.6,NA,0.6,NA,NA,NA
53856,0.4375,NA,0.6,0.6,NA,NA,NA,NA,NA
53859,0.5,NA,NA,0.6,NA,NA,0.45,NA,NA
53862,0.5625,NA,NA,0.6,NA,NA,0.85,NA,NA
53867,0.625,NA,NA,0.6,NA,NA,NA,NA,0.7
53873,0.625,NA,NA,0.5,NA,NA,NA,NA,0.65
53874,0.625,0.35,NA,0.55,NA,NA,NA,NA,NA
53877,0.3125,NA,NA,0.7,NA,NA,NA,NA,0.5
53883,0.6875,0.45,NA,0.65,NA,NA,NA,NA,NA
53884,0.625,0.65,NA,0.5,NA,NA,NA,NA,NA
53888,0.625,NA,NA,0.6,NA,NA,NA,0.5,NA
53891,0.375,NA,NA,0.6,NA,NA,NA,NA,0.55
53897,0.5625,NA,NA,0.6,NA,0.45,NA,NA,NA
53901,0.5625,NA,NA,0.45,NA,NA,NA,0.45,NA
53904,0.4375,NA,0.7,0.6,NA,NA,NA,NA,NA
53910,0.75,NA,1,1,NA,NA,NA,NA,NA
53914,0.4375,NA,NA,0.5,NA,NA,NA,NA,0.7
53917,0.625,NA,NA,0.65,NA,NA,NA,0.55,NA
53920,0.5625,NA,NA,0.35,NA,NA,NA,0.6,NA
53923,0.625,NA,NA,0.55,NA,0.55,NA,NA,NA
53924,0.875,NA,NA,0.9,0.9,NA,NA,NA,NA
53925,0.4375,NA,NA,0.5,NA,NA,NA,NA,0.9
53932,0.3125,0.35,NA,0.4,NA,NA,NA,NA,NA
53936,0.3125,0.6,NA,0.6,NA,NA,NA,NA,NA
53938,0.75,NA,NA,0.75,NA,NA,NA,0.55,NA
53941,0.6875,NA,NA,0.6,NA,NA,NA,NA,0.85
