user_id,nativeLang,task3v4
20191,English,0.6
201915,Spanish,0.45
201917,Spanish,0.55
201919,English,0.95
20192,Swedish,0.75
201925,Spanish,0.6
201926,Spanish,0.35
201928,Spanish,0.65
201929,Spanish,0.5
201930,Spanish,0.35
201933,Spanish,0.7
201937,Latin,0.55
201938,Spanish,0.5
201939,English,0.9
201947,Other,0.95
20195,English,1
201954,Portuguese,0.65
201958,Spanish,0.65
201959,English,0.85
20196,English,0.45
201963,Spanish,0.9
20197,English,0.3
201974,Spanish,0.8
201981,Spanish,0.5
201982,Spanish,0.7
201983,Spanish,0.55
201984,Spanish,0.75
201986,Spanish,0.45
201988,Spanish,0.65
20199,English,0.9
201995,Spanish,0.6
201997,Spanish,0.95
202002,Spanish,0.4
202006,English,0.7
202008,Spanish,0.85
202020,Corsican,1
202021,Spanish,0.85
202023,Spanish,0.9
202031,Spanish,0.45
202043,Spanish,0.85
202045,Other,0.9
202047,Spanish,0.8
202048,Carib,0.4
202049,Spanish,0.55
202051,Spanish,0.45
202055,Spanish,0.45
202065,Spanish,1
202069,Spanish,0.7
20207,English,1
20208,English,0.55
202081,Spanish,0.5
202095,Catalan,0.6
202108,Spanish,0.6
202111,English,0.35
202115,Spanish,0.55
202116,Spanish,0.7
202117,Spanish,1
202123,Spanish,0.75
202126,Spanish,0.25
202133,Spanish,0.9
202134,Spanish,0.7
202138,French,0.8
202139,Spanish,0.45
202141,English,0.85
202146,American Sign Language,1
202147,Spanish,0.55
202151,Spanish,0.65
202155,Spanish,0.65
202156,Spanish,0.6
202158,Spanish,0.35
202159,Spanish,0.55
20216,English,1
202174,Spanish,0.5
202180,Spanish,0.8
202181,Spanish,0.55
202185,Other,0.45
202186,Russian,0.5
202187,Spanish,0.85
202189,Spanish,1
202194,Spanish,0.5
202195,Spanish,0.55
202196,Spanish,1
2022,Indonesian,0.45
202206,Spanish,0.65
202209,Spanish,0.75
202210,Spanish,0.35
202212,Romanian,0.95
202227,Spanish,0.95
202229,Spanish,0.35
202232,Spanish,0.75
202235,Spanish,0.55
202237,Spanish,0.95
202238,Spanish,0.3
202241,English,0.7
202246,Other,0.3
202250,Spanish,0.95
202252,Spanish,0.85
202254,Spanish,0.35
202256,English,1
202260,Spanish,0.6
202262,Spanish,0.75
202263,English,1
202268,Spanish,0.6
202272,Spanish,0.8
202273,Spanish,0.55
202274,English,0.9
202276,Spanish,0.4
202277,Spanish,0.55
202280,Spanish,0.9
202289,Spanish,0.5
202290,Spanish,0.8
202291,Spanish,0.6
202292,Spanish,0.85
202293,Spanish,0.95
202295,Spanish,0.7
202298,Spanish,0.55
202299,Spanish,1
202302,Other,0.45
202304,Spanish,0.65
202305,Spanish,0.65
202308,Spanish,0.95
20231,English,0.5
202316,Spanish,0.65
202319,Spanish,0.45
202320,Spanish,0.45
202321,Portuguese,0.4
202322,Spanish,0.6
202324,Spanish,0.65
202326,Spanish,0.5
202329,Spanish,0.75
20233,English,0.7
202331,Spanish,1
202333,Spanish,0.8
202338,Spanish,0.55
202340,English,0.65
202347,English,0.55
202351,Spanish,0.6
202354,Spanish,0.45
202358,Ingush,0.5
202360,Spanish,0.7
202362,Spanish,0.5
20237,English,0.35
202376,Spanish,1
202377,Spanish,0.55
202379,Spanish,0.45
202380,Spanish,0.7
202382,Spanish,0.55
202385,Spanish,0.7
202392,Spanish,0.55
202395,English,0.55
202396,Catalan,0.5
202398,English,0.6
2024,English,1
202407,Spanish,0.8
202409,Abenaki,1
20241,English,0.6
202414,Spanish,0.3
202417,English,1
20242,Danish,0.45
202420,Spanish,0.4
202422,Spanish,0.85
202423,Spanish,0.75
202424,Other,0.55
202426,Spanish,0.85
202430,Spanish,0.55
202436,Spanish,0.5
202439,Spanish,0.8
20244,English,0.6
202440,Spanish,0.45
202441,Spanish,0.75
202442,Spanish,0.85
202451,Catalan,0.85
202452,Spanish,0.45
202453,Spanish,0.95
202455,English,1
202460,English,1
202463,Basque,1
202468,Spanish,0.9
202470,English,0.5
202473,English,0.55
202474,Catalan,0.65
202475,Abenaki,0.65
202478,Spanish,1
202479,Spanish,0.6
202482,Spanish,0.8
202484,Spanish,1
202487,American Sign Language,0.45
202492,Spanish,0.8
202493,Spanish,0.4
202496,Spanish,0.8
2025,English,0.8
202502,Spanish,0.6
202503,Spanish,0.95
202504,Spanish,0.95
202505,Spanish,1
202517,Turkish,0.6
202523,Spanish,0.7
202527,Spanish,1
202534,Spanish,0.95
202538,Spanish,0.5
202542,Spanish,0.7
202543,Spanish,1
202548,Spanish,0.9
202553,English,0.75
202554,Spanish,0.9
202557,Spanish,1
202561,Spanish,0.5
202562,Spanish,0.65
202564,Spanish,0.75
202565,Spanish,0.4
202567,Catalan,0.7
202569,Spanish,1
20257,English,0.6
202570,Spanish,0.6
202571,Spanish,0.45
202578,Spanish,1
202582,Spanish,0.45
202585,Spanish,0.6
202586,Interlingua,0.7
202587,Spanish,0.8
202589,Spanish,0.75
20259,Portuguese,0.75
202592,Spanish,0.85
202593,Spanish,0.25
202594,Spanish,1
202597,Spanish,0.5
202603,Spanish,0.55
202606,Spanish,0.55
202610,Spanish,0.5
202611,Portuguese,0.7
202612,Spanish,0.4
202615,Spanish,0.55
202628,Fang,0.8
202631,Spanish,0.5
20264,English,0.55
202644,Spanish,0.8
202651,Spanish,1
202654,Spanish,0.45
202655,Spanish,0.95
202657,Spanish,0.5
202658,Spanish,0.5
202661,Spanish,0.8
202662,Spanish,0.5
202667,Spanish,0.45
202671,Spanish,0.55
202672,Spanish,0.95
202673,Spanish,0.55
202674,Spanish,0.65
202675,Spanish,0.75
202677,Russian,0.6
202679,Russian,0.9
202682,Spanish,0.45
202690,Spanish,0.6
202697,Spanish,0.5
202698,Spanish,0.6
202700,Spanish,0.5
202702,Arabic,0.65
202703,Spanish,0.5
202717,Spanish,0.55
202719,Spanish,0.4
20272,English,0.35
202720,Spanish,0.6
202722,Spanish,0.8
202723,Spanish,1
202729,Spanish,0.5
20273,English,0.95
202731,Spanish,0.8
202734,Spanish,0.7
202735,Spanish,0.45
202736,Abkhaz,0.5
202740,Spanish,0.45
202755,Spanish,0.5
202756,Spanish,0.8
202757,Spanish,1
202759,Spanish,0.45
20276,English,0.45
202761,Spanish,1
202763,English,0.95
202764,Spanish,0.45
202765,English,0.65
202768,Spanish,1
202770,Spanish,1
202771,English,0.85
202779,Nahuatl,0.55
202780,Spanish,0.5
202783,Spanish,0.8
202786,Spanish,0.55
202787,Spanish,0.55
20279,English,1
202790,Other,0.55
202791,Spanish,0.95
202793,Spanish,0.95
202795,Spanish,0.55
202797,Spanish,0.55
202798,Other,0.5
202805,Spanish,0.5
202817,Spanish,0.4
202818,Spanish,0.5
202822,Spanish,0.6
202826,Spanish,1
202827,Spanish,0.55
202833,Spanish,0.5
202838,Spanish,0.7
202839,English,0.8
20284,English,0.65
202848,Spanish,0.5
202849,Spanish,0.6
202853,Spanish,0.6
202863,Spanish,0.65
202864,Spanish,1
202866,Spanish,0.95
20287,English,1
202870,Spanish,0.4
202879,Catalan,0.3
202885,Spanish,1
202886,Spanish,0.4
2029,German,0.85
202900,Spanish,0.95
202905,Spanish,0.45
202906,Spanish,0.55
202907,English,1
202910,Spanish,0.55
202911,Spanish,0.55
202916,Spanish,0.7
202917,Spanish,0.3
202918,Spanish,0.65
202919,Spanish,0.75
202921,Spanish,0.65
202922,Spanish,0.45
202923,Spanish,0.95
202924,Spanish,0.7
202925,Spanish,0.5
202930,Other,0.3
202934,Spanish,0.7
202935,Apache,0.85
202936,Spanish,0.85
202944,Spanish,0.75
202947,English,0.95
202951,Galician,0.55
202957,Spanish,0.5
202958,Spanish,0.4
202962,Spanish,0.7
202966,Spanish,0.55
202967,Spanish,0.95
202971,Spanish,0.6
202975,Spanish,1
202976,Spanish,0.6
202978,Spanish,0.3
202980,English,0.55
202981,Spanish,0.2
202982,Catalan,0.5
202983,Spanish,0.85
202989,Other,1
202991,Spanish,0.65
202992,Spanish,0.65
202994,Spanish,0.75
202995,Spanish,0.6
202996,Spanish,0.7
202998,Spanish,0.9
203,English,0.45
2030,English,1
20300,English,0.35
203002,Spanish,0.6
203003,Spanish,0.85
203007,Spanish,0.5
203008,Spanish,0.9
203009,Spanish,0.55
203011,Spanish,0.7
203018,Spanish,0.6
203019,Spanish,0.65
203021,Spanish,0.9
203022,Polish,0.65
203024,Spanish,0.85
203025,Spanish,0.65
203028,Spanish,0.5
20303,Portuguese,0.95
203030,Spanish,0.55
203034,Spanish,0.55
203035,Spanish,0.45
203038,Spanish,0.6
203039,Spanish,0.4
20304,English,1
203040,Spanish,0.95
203041,Spanish,0.75
203042,Spanish,0.7
203046,Spanish,1
203049,Spanish,0.55
20305,English,0.75
203061,Spanish,0.75
203064,Spanish,0.5
203066,Spanish,0.45
203084,Spanish,0.4
203085,Thai,0.8
203088,Other,0.55
203094,Other,0.65
203096,Spanish,0.4
203098,Spanish,0.85
203099,Spanish,1
20310,English,0.9
203104,Spanish,0.9
203107,Spanish,0.6
203108,Catalan,0.7
203111,Spanish,0.7
203119,Spanish,0.5
203124,Spanish,0.55
203128,Spanish,0.95
203129,Spanish,0.6
203130,Spanish,0.45
203133,Spanish,0.75
203139,Spanish,0.7
203152,Chinese/Mandarin,0.9
203159,Spanish,0.95
203161,English,0.7
203167,Spanish,0.6
203171,Galician,0.35
203172,Spanish,0.5
203179,Spanish,0.95
203180,Spanish,0.45
203181,Spanish,0.75
203184,English,0.65
203190,Spanish,0.9
203191,Spanish,0.95
203193,English,0.85
203194,English,0.65
203196,Spanish,0.55
203198,Spanish,0.5
20320,Tamil,0.8
203202,Spanish,1
203203,Spanish,0.5
203208,Catalan,0.35
203209,Spanish,0.9
203211,Spanish,0.45
203215,English,0.6
203216,Spanish,0.5
203227,Spanish,1
203229,Spanish,0.8
203230,Spanish,0.8
203237,Spanish,0.3
203241,Spanish,1
203242,Spanish,0.4
203246,Spanish,0.9
203248,Spanish,0.85
203249,Spanish,0.45
203252,Spanish,0.45
203253,Spanish,0.9
203254,Spanish,0.5
203256,Spanish,0.45
203260,Spanish,0.6
203262,Spanish,0.9
203266,Spanish,0.8
203268,Spanish,0.7
20327,English,0.75
203270,Nahuatl,0.8
203271,Spanish,0.4
203273,Spanish,0.65
203274,Spanish,0.95
203276,Finnish,0.6
203277,Spanish,0.8
203279,Portuguese,0.7
20328,German,0.85
203280,German,0.5
203282,Basque,0.95
203283,Spanish,0.7
203288,Swedish,0.5
203289,English,0.5
203290,Spanish,0.4
203291,Spanish,0.5
203292,Spanish,0.65
203295,Spanish,0.45
203296,Spanish,1
203297,English,0.7
203298,Portuguese,0.5
203299,Spanish,0.95
203300,Spanish,0.8
203302,Spanish,0.5
203303,Spanish,0.25
203307,Spanish,0.8
203308,Spanish,0.95
203312,Catalan,0.55
203313,Spanish,0.85
203314,Swedish,0.9
203315,Spanish,0.9
203318,Spanish,0.45
20332,German,0.95
203323,Spanish,0.4
203324,Italian,0.8
203330,Spanish,0.8
203331,Spanish,0.55
203337,Spanish,0.5
203339,Spanish,0.55
20334,English,0.5
203340,American Sign Language,0.5
203341,Spanish,0.55
203342,Spanish,0.6
203344,Spanish,0.65
203345,Spanish,0.85
203347,Spanish,0.7
203348,Spanish,0.65
203352,American Sign Language,0.55
203353,Spanish,0.7
203354,Spanish,0.65
203358,Spanish,0.7
203360,Spanish,1
203361,Spanish,1
203363,Spanish,0.6
203369,Spanish,0.45
203374,Norwegian,0.85
203376,Spanish,0.75
203378,Spanish,0.2
203380,Spanish,0.5
203383,Spanish,0.7
203386,Spanish,0.85
20339,English,0.95
203391,Spanish,0.85
203392,Spanish,0.65
20340,English,0.65
203403,Spanish,0.7
203404,Spanish,0.65
203406,Spanish,0.45
203411,English,0.4
203417,Spanish,0.55
20342,English,0.8
203422,Spanish,0.2
203428,Spanish,0.8
203430,Spanish,0.65
203431,Spanish,1
203433,English,0.6
203435,Spanish,0.4
203443,Spanish,0.35
203446,Spanish,1
203459,Spanish,0.7
203461,Spanish,0.55
203462,Spanish,0.45
203465,Spanish,0.5
203467,Spanish,1
203468,Spanish,0.55
20347,English,0.45
203472,Spanish,0.6
203478,Spanish,1
20348,English,1
203484,Spanish,0.5
20349,English,0.9
203490,Spanish,0.4
203494,Spanish,0.7
203499,Spanish,0.95
203500,Spanish,0.4
203501,English,0.6
203505,Spanish,0.35
203507,Spanish,0.3
203511,Spanish,0.55
203513,Spanish,0.85
203518,Spanish,1
203521,Spanish,0.65
203522,Spanish,0.8
203523,Spanish,0.55
203526,Spanish,0.85
203528,Spanish,0.5
20353,English,0.5
203531,English,0.7
203533,Spanish,0.6
203534,Spanish,1
203535,Spanish,0.9
203538,Spanish,0.85
203539,Spanish,0.55
203543,Spanish,0.95
203544,Spanish,1
203550,Italian,0.8
203552,French,0.9
203555,English,0.4
203558,Finnish,0.5
203559,Spanish,0.6
20356,English,1
203562,Spanish,0.65
203563,Spanish,0.9
203565,Spanish,0.55
203568,Spanish,0.55
203570,Spanish,1
203572,Spanish,0.9
203574,Spanish,0.6
203579,Spanish,1
20358,English,0.75
203580,Spanish,0.4
203586,Spanish,0.8
203588,Spanish,0.6
203592,Spanish,0.55
203593,Spanish,0.55
203596,Spanish,0.6
203597,Spanish,0.65
203598,Spanish,0.5
203600,Other,0.55
203603,Spanish,0.55
203607,Spanish,0.45
203609,Spanish,0.35
203613,Spanish,0.4
203615,Spanish,0.4
203620,Spanish,0.8
203622,Spanish,0.65
203626,Spanish,0.4
203634,Spanish,0.85
203637,Nahuatl,0.9
203640,Spanish,0.5
203641,Spanish,0.45
203642,Galician,0.55
203643,Spanish,0.85
203645,English,0.75
203647,Spanish,0.5
20365,English,0.95
203650,Spanish,0.35
203652,Spanish,1
203653,Spanish,0.5
203656,Spanish,0.85
203659,Spanish,0.75
203660,Spanish,0.8
203661,English,0.55
203665,Spanish,0.55
203679,Spanish,0.65
20368,English,0.4
203684,Spanish,0.6
20369,Portuguese,0.6
203692,English,0.7
203695,Spanish,1
203698,Spanish,0.35
203699,Spanish,0.4
203702,Spanish,0.6
203704,Spanish,0.75
203705,Spanish,0.7
203706,Spanish,0.75
203710,Other,0.5
203713,Spanish,0.75
203716,Spanish,0.95
203718,Spanish,0.5
203719,Spanish,0.6
203721,Spanish,0.95
203722,Spanish,0.6
203723,Spanish,0.8
203727,Spanish,0.55
203733,Spanish,1
203734,Spanish,0.6
203736,Spanish,0.45
203738,Spanish,0.95
203740,Spanish,0.7
203742,Spanish,0.65
203745,Spanish,0.45
203746,Spanish,0.45
203747,Spanish,0.95
203750,Spanish,0.6
203755,Spanish,0.55
203757,Spanish,0.7
203759,Spanish,0.4
203766,Spanish,0.5
203769,Spanish,0.6
20377,Spanish,0.5
203770,English,0.9
203773,Spanish,0.9
203776,Spanish,1
20378,English,0.95
203783,Spanish,0.6
203784,Spanish,0.9
203789,Spanish,0.65
203791,Spanish,0.55
203793,Spanish,0.8
203795,English,0.5
203796,English,0.8
203797,Spanish,1
203799,Polish,0.25
2038,English,0.5
203802,Spanish,0.65
203803,Spanish,0.55
203804,Spanish,0.85
203807,Spanish,0.5
203809,Spanish,0.9
203814,Spanish,0.95
203816,Spanish,0.95
203818,Spanish,0.45
203821,Spanish,0.55
203824,Spanish,0.95
203826,Spanish,1
203827,English,0.9
20383,English,0.5
203833,Spanish,0.65
203835,Spanish,0.8
203836,English,0.95
20384,Hindi,0.6
203842,Spanish,0.6
203846,Spanish,0.8
203850,Spanish,0.6
203851,Spanish,0.5
203852,Spanish,0.6
203856,Spanish,1
203863,Spanish,0.55
203865,Spanish,0.6
203866,English,0.5
203868,English,0.3
20387,English,0.75
203872,Spanish,0.45
203873,Spanish,0.55
203874,English,0.35
203875,English,0.95
203881,Other,0.65
203886,Spanish,1
203887,Spanish,0.85
203889,English,0.8
203891,Spanish,0.85
203892,Spanish,0.9
203897,Spanish,0.85
203898,Spanish,0.85
203899,Spanish,0.45
20390,English,0.7
203900,English,0.75
203905,Spanish,0.85
20391,English,0.95
203913,Spanish,0.8
203914,Spanish,0.45
203918,English,1
203919,Spanish,0.55
203921,Spanish,1
203924,Spanish,0.55
203932,Turkish,0.55
203933,Spanish,1
203936,Korean,0.75
203937,Spanish,0.45
203940,Spanish,0.85
203946,Spanish,0.9
203950,Chinese/Mandarin,0.45
203951,Spanish,0.9
203952,Spanish,0.45
203957,English,0.55
203958,Spanish,0.45
203960,English,0.95
203962,Spanish,0.95
203964,Spanish,0.4
203965,Spanish,0.6
203966,Other,0.45
203967,Spanish,0.55
20397,English,0.6
203970,English,1
203977,Spanish,0.8
203980,Spanish,0.8
203983,Spanish,0.85
203988,Nepalese,0.55
20399,English,0.6
203990,Spanish,1
203993,Spanish,0.55
203996,Spanish,0.6
204000,Spanish,0.55
204002,Spanish,0.45
204012,Spanish,0.55
204013,Spanish,0.45
204016,Macedonian,0.55
204017,Spanish,0.4
204022,Spanish,0.9
204023,Italian,0.5
204024,Spanish,0.6
204026,English,0.9
204028,Spanish,0.65
20403,English,0.35
204038,Spanish,0.5
204039,Spanish,0.8
20404,Tamil,0.5
204048,Spanish,0.75
204049,Swedish,0.7
204056,Spanish,0.7
204060,Spanish,0.6
204063,Spanish,0.7
204066,English,0.95
204069,Spanish,0.6
204070,Spanish,0.85
204072,Spanish,1
204073,Spanish,0.4
204074,Spanish,1
204075,Spanish,0.6
204076,American Sign Language,0.6
204077,Spanish,0.35
204078,Hindi,0.35
204083,Hindi,0.55
204098,Latin,0.75
204099,Spanish,0.35
204104,Spanish,0.4
20412,English,0.55
204124,Spanish,0.6
204128,Spanish,1
204130,Spanish,0.6
204132,Spanish,0.75
204133,Spanish,0.8
204134,Spanish,1
204135,Spanish,0.5
20414,English,0.75
204144,Spanish,0.95
20415,Abenaki,1
204151,Spanish,0.7
204152,Spanish,0.5
204154,German,1
20416,English,0.45
204161,Spanish,0.9
204165,Spanish,0.35
204168,Spanish,0.35
204169,English,0.5
204172,Spanish,0.9
204175,Spanish,0.5
204179,Spanish,0.9
204180,Spanish,0.95
20419,English,0.45
204190,Spanish,0.75
204192,Spanish,0.75
204201,Spanish,0.85
204202,Spanish,0.5
204204,Spanish,1
204205,Spanish,0.3
204208,Spanish,1
204209,Other,0.35
204214,Spanish,0.8
204215,Spanish,0.4
204217,Spanish,0.65
204219,Spanish,1
20422,Spanish,0.5
204226,Spanish,1
204228,Spanish,1
204232,Spanish,0.8
204235,Spanish,0.6
204237,Spanish,0.75
204245,Spanish,0.9
204247,Spanish,0.45
204249,Spanish,0.45
204254,Spanish,0.7
204255,Spanish,0.5
204259,Spanish,0.55
20426,English,0.7
204263,Spanish,0.95
204266,Spanish,0.6
204268,Spanish,0.55
204271,Spanish,0.35
204272,Spanish,0.7
204274,Spanish,0.95
204275,Spanish,0.55
204277,Spanish,0.5
204279,Spanish,0.7
20428,English,0.4
204280,Spanish,0.65
204284,Spanish,0.6
204286,Spanish,1
204290,Spanish,0.75
204294,Spanish,0.6
2043,Flemish,0.45
20430,English,0.4
204300,Spanish,0.65
20431,English,0.5
204311,Other,0.65
204313,Spanish,0.55
204318,Spanish,0.35
204319,Spanish,0.6
20432,English,0.7
204322,Spanish,0.7
204328,Catalan,0.9
20433,Japanese,0.7
204330,Spanish,0.55
204332,Spanish,0.6
204335,Spanish,0.6
204342,Spanish,1
204347,Spanish,0.9
204348,Spanish,0.4
20435,English,0.6
204350,Spanish,0.5
204352,Spanish,0.5
204355,Spanish,0.8
204356,Spanish,0.8
204357,Spanish,0.5
20436,English,0.5
204361,Spanish,0.95
204363,Spanish,0.8
204365,Spanish,0.65
204366,Spanish,0.85
204367,Spanish,0.6
204371,Spanish,0.45
204374,Spanish,0.75
204377,Spanish,1
204378,Turkish,0.25
204379,Spanish,1
20438,English,0.6
204384,Spanish,0.6
204385,Spanish,0.6
204389,Spanish,0.6
204392,Spanish,0.35
204396,Spanish,1
204401,Spanish,1
204402,English,0.7
204405,Other,0.7
204410,Spanish,0.7
204414,Other,0.55
204416,Spanish,0.35
204430,Spanish,0.95
204432,Spanish,0.85
204433,Spanish,0.5
204437,Spanish,0.5
204438,Spanish,0.8
204439,Spanish,1
20444,English,0.5
204443,Spanish,0.5
204446,Spanish,1
20445,English,1
20446,English,0.5
204460,Spanish,0.85
204461,Spanish,1
204465,Spanish,0.45
204474,Spanish,0.65
204479,Spanish,0.45
20448,English,0.5
204480,Spanish,0.75
204482,English,0.45
204484,German,0.3
204489,Spanish,0.45
204492,Spanish,0.6
204494,Spanish,0.4
204505,Spanish,0.6
204506,English,0.85
204508,Spanish,0.5
204509,Spanish,0.6
204511,Spanish,0.55
204516,Spanish,0.3
204520,Spanish,0.75
204523,Spanish,0.8
204524,Spanish,0.55
204533,Spanish,0.6
204534,Spanish,0.55
204535,Spanish,0.5
204536,Spanish,0.5
204543,Spanish,0.7
204544,Spanish,0.3
204548,Swedish,0.5
204550,Spanish,0.85
204556,Spanish,0.8
204558,English,0.75
204560,Spanish,0.75
204562,Spanish,0.8
204563,Spanish,0.95
204564,Spanish,0.45
204565,Other,0.6
204566,Other,0.7
204570,Dutch,1
204572,Spanish,0.9
204574,English,0.75
204577,Spanish,0.45
204579,English,0.45
20458,English,0.75
204583,Spanish,0.7
204584,Spanish,0.5
204591,Spanish,0.55
204592,Spanish,0.65
204593,Spanish,1
204594,Spanish,1
204600,Spanish,0.5
204604,Spanish,1
204605,Spanish,0.6
204612,Spanish,0.45
204615,Catalan,0.85
204620,Spanish,0.8
204627,Spanish,0.75
204641,Spanish,0.4
204643,Spanish,0.65
204662,Spanish,0.5
204664,Ukrainian,0.85
204672,Hungarian,0.45
204673,Spanish,0.7
204675,Spanish,0.85
204677,Spanish,0.65
204683,Spanish,0.85
204684,Spanish,0.5
204686,Spanish,0.65
204689,Spanish,1
204691,Spanish,0.55
204694,Chinese/Cantonese/Yue,0.95
204696,Spanish,0.65
204698,Spanish,0.45
204704,Spanish,1
204705,Spanish,0.3
204706,Spanish,0.55
204707,Spanish,0.4
204709,Spanish,0.55
204710,Spanish,0.5
204714,Spanish,0.55
204726,English,1
204736,Spanish,0.6
20474,English,0.4
204744,Bamwe,0.5
204746,Spanish,0.95
204749,French,0.4
20475,English,0.65
204750,Spanish,0.9
204752,Spanish,0.95
204755,Spanish,0.95
204756,Spanish,0.5
204757,Spanish,0.45
20476,English,0.5
204761,English,0.55
204762,Spanish,0.85
204764,Spanish,0.95
204766,Spanish,0.65
204768,Spanish,0.55
204773,Spanish,0.6
204774,Polish,0.5
204777,English,0.85
204778,Spanish,0.45
204781,English,0.6
204784,Spanish,0.5
204785,Spanish,0.5
204789,Spanish,0.55
204794,Chinese/Cantonese/Yue,0.65
204796,Saanich,0.5
204800,Polish,0.45
204801,Other,0.4
204804,Other,0.4
204805,Spanish,0.95
204807,Spanish,0.75
20481,English,0.55
204810,English,1
204819,Spanish,0.35
204820,Spanish,1
204824,Spanish,0.7
204829,English,0.55
204831,English,1
204834,Spanish,0.35
204835,French,1
204836,Spanish,0.65
204839,Spanish,1
204841,Spanish,0.65
204847,Spanish,0.6
204849,Spanish,0.6
204853,English,0.95
204855,Spanish,1
204856,Spanish,0.85
204857,Spanish,0.65
204859,English,0.75
204860,Spanish,0.55
204867,Spanish,0.95
204871,Spanish,0.95
204872,Spanish,0.6
204875,Spanish,0.85
204876,Spanish,0.45
204878,Other,0.85
204882,English,0.9
204885,Spanish,1
204890,Spanish,0.55
204891,Spanish,0.4
204892,Spanish,0.45
204894,Spanish,0.6
204897,Spanish,0.45
204904,English,0.95
204905,English,0.35
204906,Spanish,0.7
204909,Other,0.5
204910,Spanish,0.55
204913,Spanish,0.55
204914,Spanish,0.7
204915,Spanish,1
204916,Spanish,0.55
204920,Spanish,0.8
204921,Spanish,0.5
204924,Spanish,0.5
20493,English,0.45
204930,Spanish,0.4
204931,Spanish,1
204934,Spanish,0.95
204937,Spanish,0.45
204938,English,0.4
204940,Spanish,0.7
204941,Spanish,0.5
204944,Korean,0.95
204945,Abkhaz,0.95
204948,Other,0.55
204949,Spanish,0.6
204952,Spanish,0.55
204953,Spanish,0.35
204954,Spanish,0.5
204960,English,0.55
204961,Spanish,0.5
204967,Spanish,0.5
204969,Spanish,0.7
204972,English,0.5
204992,Spanish,0.55
204993,English,0.95
204998,Galician,0.55
205,English,0.8
205006,English,1
205007,English,0.6
205008,Indonesian,0.55
205009,Spanish,0.65
20501,English,0.65
205012,Spanish,0.55
205015,Spanish,0.4
205019,Finnish,0.95
20502,English,0.65
205020,Spanish,0.45
205021,Spanish,0.7
205029,English,0.95
20503,English,0.65
205031,Spanish,0.5
205037,Spanish,0.95
205038,Spanish,0.65
205045,Polish,0.25
20505,English,0.55
205050,Spanish,0.7
205052,Spanish,0.55
205057,Chinese/Cantonese/Yue,0.9
205059,Catalan,0.95
205060,English,1
205063,Spanish,0.6
205065,Chinese/Mandarin,1
205067,English,0.95
205071,Spanish,0.55
205076,Spanish,0.85
205080,English,1
205082,Spanish,0.6
205094,English,0.9
205099,Russian,0.65
205104,Spanish,0.45
205106,English,0.45
205108,English,0.45
205110,English,0.5
205117,English,0.5
205120,English,0.55
205124,English,0.45
205126,English,0.55
205127,Spanish,0.65
205129,English,0.75
20513,Marathi,0.55
205134,English,0.4
205137,English,0.55
205140,English,0.65
205145,English,0.65
205147,Macedonian,1
205149,English,0.55
20515,English,0.75
205152,Spanish,0.7
205157,Spanish,0.6
205159,English,0.4
205160,Spanish,0.45
205161,English,0.9
205166,English,0.6
205171,English,1
205174,Spanish,0.55
205176,Carib,0.55
205180,Spanish,0.6
205182,Spanish,0.65
205188,Spanish,0.55
205193,Spanish,0.75
205195,Spanish,0.5
205196,Portuguese,0.6
205198,English,0.4
205199,English,0.45
205202,Spanish,0.5
205204,Catalan,0.6
205207,Spanish,0.55
205209,Spanish,0.95
205210,Spanish,0.9
205211,Esperanto,0.8
205214,Spanish,0.5
205217,Spanish,0.95
205219,Other,0.55
20522,English,0.55
205221,Esperanto,1
205222,Spanish,0.6
205223,Spanish,0.45
205224,English,0.5
205226,Ewe,0.7
205229,Spanish,0.4
20523,English,0.65
205231,Spanish,0.65
205232,Spanish,1
205235,Spanish,1
205239,Spanish,0.35
205241,Dutch,0.95
205251,Spanish,0.15
205253,Catalan,0.95
205258,Spanish,0.6
20526,English,0.55
205260,Spanish,0.5
205269,Nahuatl,0.5
20527,English,0.6
205273,Spanish,0.4
205274,Spanish,0.85
205276,Spanish,0.85
205277,Spanish,0.65
205281,Spanish,0.35
205285,English,0.55
205288,English,0.85
205289,Spanish,0.45
205290,English,0.6
205291,English,0.75
205293,English,0.45
205294,English,0.5
205295,English,0.9
205297,English,0.75
205298,English,0.4
205299,English,0.5
205300,English,0.65
205304,Spanish,0.6
205306,Catalan,0.7
205308,Spanish,0.55
205309,Basque,0.55
205312,Spanish,0.85
205315,Spanish,0.95
205321,Spanish,0.65
205335,Spanish,0.75
205336,Spanish,1
205337,Spanish,0.55
205338,Spanish,0.45
205340,Spanish,0.85
205343,Spanish,0.25
205344,Spanish,0.5
205350,Spanish,1
205353,Spanish,0.5
205358,Spanish,0.35
205361,Spanish,0.7
205363,Spanish,0.45
205364,Spanish,0.5
20537,English,0.95
205372,Other,0.45
205377,Spanish,0.55
205380,Spanish,0.35
205384,Spanish,0.85
205385,English,0.7
205387,Estonian,1
205393,Spanish,0.55
205398,English,0.75
205399,Spanish,1
205407,Spanish,0.7
205411,Other,0.85
205413,Estonian,0.95
205414,Spanish,0.35
205426,Spanish,0.65
205427,Spanish,0.8
20543,Albanian,0.45
205433,Spanish,0.7
205434,Spanish,0.7
205437,Spanish,0.55
205439,Spanish,1
205440,Spanish,0.3
205443,Spanish,0.55
205444,Spanish,0.5
205445,Spanish,0.55
205450,Spanish,1
